topic_uz,topic_ru,word_uz,word_ru
Kasb. Biznes,Профессия. Бизнес,Oshpaz,Повар
Kasb. Biznes,Профессия. Бизнес,Pul,Деньги
Kasb. Biznes,Профессия. Бизнес,Qarz,Долг
Kasb. Biznes,Профессия. Бизнес,Qimmat,Дорого
Kasb. Biznes,Профессия. Бизнес,Qorovul,Сторож
Kasb. Biznes,Профессия. Бизнес,Rassом,Художник
Kasb. Biznes,Профессия. Бизнес,Rejissyor,Режиссёр
Kasb. Biznes,Профессия. Бизнес,Shifokor,Врач
Kasb. Biznes,Профессия. Бизнес,Sog'uvchi,Доярка
Kasb. Biznes,Профессия. Бизнес,Sotib olmoq,Купить
Kasb. Biznes,Профессия. Бизнес,Sotmoq,Продать
Kasb. Biznes,Профессия. Бизнес,Sotuvchi,Продавец
Kasb. Biznes,Профессия. Бизнес,Ta'lim,Образование
Kasb. Biznes,Профессия. Бизнес,Ta'mirchi,Ремонтник
Kasb. Biznes,Профессия. Бизнес,Tajriba,Опыт
Kasb. Biznes,Профессия. Бизнес,Tarjimon,Переводчик
Kasb. Biznes,Профессия. Бизнес,Tejamkorlik,Экономия
Kasb. Biznes,Профессия. Бизнес,Temirchi,Кузнец
Kasb. Biznes,Профессия. Бизнес,Tikuvchi,Швея
Kasb. Biznes,Профессия. Бизнес,Tish texnigi,Зубной техник
Kasb. Biznes,Профессия. Бизнес,Tokar,Токарь
Kasb. Biznes,Профессия. Бизнес,Tovar,Товар
Kasb. Biznes,Профессия. Бизнес,Uch ming,Три тысячи
Kasb. Biznes,Профессия. Бизнес,Uch so'm,Три рубля
Kasb. Biznes,Профессия. Бизнес,Usta,Мастер
Kasb. Biznes,Профессия. Бизнес,Xarajatlar,Расходы
Kasb. Biznes,Профессия. Бизнес,Xodim,Служащий
Kasb. Biznes,Профессия. Бизнес,Xususiylashtirish,Приватизация
Kasb. Biznes,Профессия. Бизнес,Yukchi,Грузчик
Kasb. Biznes,Профессия. Бизнес,Zavod,Завод
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Bant,Бант
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Beret,Берет
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Binafsha,Фиолетовый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Binafsharang,Фиолетовый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Botinka,Ботинки
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Dazmollamoq,Гладить
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Etik,Сапоги
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Etik (kalta),Боты
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Futbolka,Футболка
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Futbolka (yengsiz),Майка
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Galoshlar,Галоши
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Galstuk,Галстук
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ichki kiyim,Бельё
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ichki shim,Трусы
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Jigarrang,Коричневый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kamar,Пояс
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kamar (bel),Ремень
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Katta,Велико
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kepka,Кепка
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kiyib ko'rish,Примерка
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kiyim,Одежда
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ko'k,Голубой
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ko'k (to'q),Синий
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ko'ylak (ayollar),Платье
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ko'ylak (erkaklar),Рубашка
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kofta,Кофта
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kok rang,Синий
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kombinezon,Комбинация
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kostyum,Костюм
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Krossovka,Кроссовки
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Krем rang,Бежевый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kulrang,Серый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kumush,Серебряный
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kurta,Куртка
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Mo'ynali palto,Шуба
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Moviy,Голубые
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Moviy rang(och kok),Голубой
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Och,Светлый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Oltin,Золотой
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Oq,Белый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Oq rang,Белый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Osib qo'ymoq,Вешать
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ozoda,Аккуратно
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Palto,Пальто
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Panama shlyapa,Панама
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Paypoq,Носки
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Paypoq (to'piq),Чулки
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Paypoq (uzun),Колготы
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Poshnali tufli,Каблук
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Poyabzal,Обувь
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Pulover,Пуловер
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Pushti,Розовый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Qaymoqrang,Кремовый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Qisqa,Короткий
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Qizil,Красный
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Qizil-sariq,Рыжий
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Qo'lqop,Перчатки
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Qo'lqop (trikotaj),Варежки
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Qora,Чёрный
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Rang,Цвет
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ro'mol (bosh),Платок головной
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ro'mol (burun),Платок носовой
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Sandal,Босоножки
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Sarafan,Сарафан
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Sariq,Жёлтый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Shalvar,Шаровары
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Sharf,Шарф
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Shim,Брюки
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Shimgir,Подтяжки
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Shippak,Тапочки
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Shlyapa,Шляпа
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Shortlar,Шорты
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Suzish kostyumi,Купальник
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Sviter,Свитер
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Taban,Подошва
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Taytlar,Рейтузы
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Tikmoq,Шить
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,To'q sariq,Оранжевый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,To'qimoq,Вязать
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Toq,Тёмный
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Tor,Тесно
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Tozalamoq,Чистить
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Tufli,Туфли
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Uzun,Длинный
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Valenki,Валенки
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Xira,Тусклый
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Yaltiroq rang,Блестящий
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Yamoqlamoq,Штопать
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Yashil,Зелёный
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Yirtmoq,Рвать
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Yorqin,Яркий
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Yubka,Юбка
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Yuvmoq,Стирать
Mahalla,Махалля,Adolat,Справедливость
Mahalla,Махалля,Ahil,Дружный
Mahalla,Махалля,Aholi,Население
Mahalla,Махалля,Ariq,Арык (оросительный канал)
Mahalla,Махалля,Ayollar daftari,Женский реестр
Mahalla,Махалля,Ayollar qomitasi,Женский комитет
Mahalla,Махалля,Ayvon,Айван (веранда)
Mahalla,Махалля,Bagrikenglik,Великодушие
Mahalla,Махалля,Baraka,Благодать
Mahalla,Махалля,Barqarorlik,Стабильность
Mahalla,Махалля,Birdamlik,Единство
Mahalla,Махалля,Birlashuv,Объединение
Mahalla,Махалля,Bog,Сад
Mahalla,Махалля,Bolalar maydonchasi,Детская площадка
Mahalla,Махалля,Bolalik,Детство
Mahalla,Махалля,Boshqaruv,Управление
Mahalla,Махалля,Bozor,Рынок / базар
Mahalla,Махалля,Chorpoya(supa),Чорпоя (деревянный помост)
Mahalla,Махалля,Choyxona,Чайхана
Mahalla,Махалля,Dala,Поле
Mahalla,Махалля,Dala dokoni,Полевая лавка
Mahalla,Махалля,Darddosh,Собеседник (душевный поверенный)
Mahalla,Махалля,Darvoza,Ворота
Mahalla,Махалля,Dasturxon,Дастархан
Mahalla,Махалля,Davra,Собрание
Mahalla,Махалля,Dostlik,Дружба
Mahalla,Махалля,Duo,Молитва / дуа
Mahalla,Махалля,Ehtirom,Почтение
Mahalla,Махалля,Erkinlik,Свобода
Mahalla,Махалля,Esonlik,Благополучие
Mahalla,Махалля,Etibor,Внимание
Mahalla,Махалля,Etiqod,Вера
Mahalla,Махалля,Faol,Активный
Mahalla,Махалля,Ferma,Ферма
Mahalla,Махалля,Fidokorlik,Самоотверженность
Mahalla,Махалля,Fikr almashish,Обмен мнениями
Mahalla,Махалля,Foydali mehnat,Полезный труд
Mahalla,Махалля,Fuqaro,Гражданин
Mahalla,Махалля,Gamxorlik,Забота
Mahalla,Махалля,Garov,Залог
Mahalla,Махалля,Gozal muhit,Красивая среда
Mahalla,Махалля,Gurur,Гордость
Mahalla,Махалля,Guzar,Гузар (квартал)
Mahalla,Махалля,Hamjihatlik,Сплочённость
Mahalla,Махалля,Hashar,Хашар (коллективный труд)
Mahalla,Махалля,Hordiq,Отдых
Mahalla,Махалля,Hovli supurish,Уборка двора
Mahalla,Махалля,Hudud,Территория
Mahalla,Махалля,Hurmat,Уважение
Mahalla,Махалля,Ibrat,Пример (нравственный)
Mahalla,Махалля,Ijodkorlik,Творчество
Mahalla,Махалля,Ijtimoiy hayot(taklif kutamiz),Социальная жизнь
Mahalla,Махалля,Ijtimoiy xodim,Социальный работник
Mahalla,Махалля,Ishtirok,Участие
Mahalla,Махалля,Jamiyat,Общество
Mahalla,Махалля,Jamoa,Команда
Mahalla,Махалля,Javobgarlik,Ответственность
Mahalla,Махалля,Jonkuyar(ikki variant),Преданный
Mahalla,Махалля,Kam taminlangan oila,Малообеспеченная семья
Mahalla,Махалля,Katta-kichik,Старые и молодые
Mahalla,Махалля,Kattalarga hurmat,Уважение к старшим
Mahalla,Махалля,Keksalar,Пожилые люди
Mahalla,Махалля,Kengash,Совет
Mahalla,Махалля,Kocha,Улица
Mahalla,Махалля,Komak,Помощь
Mahalla,Махалля,Kongilli,Доброволец
Mahalla,Махалля,Kop qavatli uy,Многоэтажный дом
Mahalla,Махалля,Labbay,Слушаюсь (отклик на зов)
Mahalla,Махалля,Loy gishtli uy,Глинобитный дом
Mahalla,Махалля,Loyiha,Проект
Mahalla,Махалля,Madaniy tadbir,Культурное мероприятие
Mahalla,Махалля,Mahalla,Махалля
Mahalla,Махалля,Mahalla kengashi,Совет махалли
Mahalla,Махалля,Mahalla oqsoqoli,Аксакал махалли
Mahalla,Махалля,Mahalla raisi,Председатель махалли
Mahalla,Махалля,Mahalla yettiligi,Семёрка махалли
Mahalla,Махалля,Mamuriy javobgarlik,Административная ответственность
Mahalla,Махалля,Manaviyat,Духовность
Mahalla,Махалля,Manzil,Адрес
Mahalla,Махалля,Marosim,Обряд / церемония
Mahalla,Махалля,Masjid,Мечеть
Mahalla,Махалля,Maslahat,Совет
Mahalla,Махалля,Maslahatgoy,Консультант
Mahalla,Махалля,Mehmondorchilik,Гостеприимство
Mahalla,Махалля,Mehnatsevarlik,Трудолюбие
Mahalla,Махалля,Mehr,Нежность
Mahalla,Махалля,Mehr-oqibat,Любовь и привязанность
Mahalla,Махалля,Moddiy yordam,Материальная помощь
Mahalla,Махалля,Muhtoj oila,Нуждающаяся семья
Mahalla,Махалля,Nahor oshi,Утренний плов (нахорош)
Mahalla,Махалля,Navbat,Очередь
Mahalla,Махалля,Navroz sayli,Праздник Навруза
Mahalla,Махалля,Novvoyxona,Пекарня
Mahalla,Махалля,Obodlik,Благоустройство
Mahalla,Махалля,Obodonlashtirish,Благоустройство
Mahalla,Махалля,Oila,Семья
Mahalla,Махалля,Ornak,Пример
Mahalla,Махалля,Ortoqlik,Товарищество
Mahalla,Махалля,Oyin,Игра
Mahalla,Махалля,Ozaro yordam,Взаимопомощь
Mahalla,Махалля,Peshqadam,Инициатор
Mahalla,Махалля,Pichoq charxlash,Точить нож
Mahalla,Махалля,Piyoda yurish,Ходьба пешком
Mahalla,Махалля,Profilaktika inspektori,Инспектор по профилактике
Mahalla,Махалля,Qadrdon,Близкий человек
Mahalla,Махалля,Qarindosh-urug,Родственники
Mahalla,Махалля,Qariyalar(ikki variant),Пожилые люди
Mahalla,Махалля,Qishloq,Кишлак (деревня)
Mahalla,Махалля,Qoshni,Сосед
Mahalla,Махалля,Qurilish,Строительство
Mahalla,Махалля,Rais,Председатель
Mahalla,Махалля,Rayhon hidi,Аромат базилика
Mahalla,Махалля,Rivojlanish,Развитие
Mahalla,Махалля,Ruxsat,Разрешение
Mahalla,Махалля,Sabr,Терпение
Mahalla,Махалля,Sadoqat,Преданность
Mahalla,Махалля,Salomlashish,Приветствие
Mahalla,Махалля,Saxovat,Щедрость
Mahalla,Махалля,Sayl,Прогулка / гулянье
Mahalla,Махалля,Shahar,Город
Mahalla,Махалля,Shiypon,Навес
Mahalla,Махалля,Soliq xodimi,Налоговый работник
Mahalla,Махалля,Soy,Ручей
Mahalla,Махалля,Sport maydonchasi,Спортивная площадка
Mahalla,Махалля,Suhbat,Беседа
Mahalla,Махалля,Tadbir,Мероприятие
Mahalla,Махалля,Taraqqiyot,Прогресс
Mahalla,Махалля,Tashkiliy ishlar,Организационные дела
Mahalla,Махалля,Tashrif,Визит
Mahalla,Махалля,Temir daftar,Железный реестр
Mahalla,Махалля,Tinchlik,Мир
Mahalla,Махалля,Tomorqa(ogorod),Огород
Mahalla,Махалля,Toy,Торжество / свадьба
Mahalla,Махалля,Tozalik,Чистота
Mahalla,Махалля,Turar joy majmuasi,Жилой комплекс
Mahalla,Махалля,Ustuvorlik,Приоритет
Mahalla,Махалля,Uy-joy,Жильё
Mahalla,Махалля,Uygunlik,Гармония
Mahalla,Махалля,Uzviylik,Преемственность
Mahalla,Махалля,Xayriya,Благотворительность
Mahalla,Махалля,Xonadon,Домохозяйство
Mahalla,Махалля,Xotin-qizlar faoli,Активистка (женщина)
Mahalla,Махалля,Yashash manzili,Место проживания
Mahalla,Махалля,Yigin,Собрание
Mahalla,Махалля,Yordam,Помощь
Mahalla,Махалля,Yoshlar daftari,Молодёжный реестр
Mahalla,Махалля,Yoshlar yetakchisi,Лидер молодёжи
Maktab,Школа,Adabiyot,Литература
Maktab,Школа,Al'bom,Альбом
Maktab,Школа,Artikulyatsiya,Артикуляция
Maktab,Школа,Baho,Оценка
Maktab,Школа,Bermayman,Не дам
Maktab,Школа,Bo'yoqlar,Краски
Maktab,Школа,Chizg'ich,Линейка
Maktab,Школа,Chorak,Четверть
Maktab,Школа,Daftar,Тетрадь
Maktab,Школа,Daktilologiya,Дактилология
Maktab,Школа,Dars,Урок
Maktab,Школа,Dars jadvali,Расписание
Maktab,Школа,Direktor,Директор
Maktab,Школа,Doska,Доска
Maktab,Школа,Ertak,Сказка
Maktab,Школа,Eshitish ishi,Слуховая работа
Maktab,Школа,Eshitmoq,Слышать
Maktab,Школа,Fizika,Физика
Maktab,Школа,Gapni rivojlantirish,Развитие речи
Maktab,Школа,Geografiya,География
Maktab,Школа,Hikoya,Рассказ
Maktab,Школа,Imo-ishora tili,Жестовый язык
Maktab,Школа,Intizom,Дисциплина
Maktab,Школа,Katta,Большой
Maktab,Школа,Kerak,Надо
Maktab,Школа,Kerak emas,Не надо
Maktab,Школа,Kichkina,Маленький
Maktab,Школа,Kimyo,Химия
Maktab,Школа,Kitob,Книга
Maktab,Школа,Ko'chirib yozmoq,Списывать
Maktab,Школа,Maktab,Школа
Maktab,Школа,Matematika,Математика
Maktab,Школа,Mavzu,Тема
Maktab,Школа,Mo'yqalam,Кисточка
Maktab,Школа,Navbatchi,Дежурный
Maktab,Школа,O'chirg'ich,Ластик
Maktab,Школа,O'qituvchi,Учитель
Maktab,Школа,O'quvchi,Ученик
Maktab,Школа,O'tirmoq,Сидеть
Maktab,Школа,Portfel,Портфель
Maktab,Школа,Qalam,Карандаш
Maktab,Школа,Qaramoq,Смотреть
Maktab,Школа,Qilolmayman,Не могу
Maktab,Школа,Qilsam bo'ladi,Могу
Maktab,Школа,Qog'oz,Бумага
Maktab,Школа,Qoida,Правило
Maktab,Школа,Ranets,Ранец
Maktab,Школа,Ritmika,Ритмика
Maktab,Школа,Ruchka,Ручка
Maktab,Школа,Rus tili,Русский язык
Maktab,Школа,She'r,Стихотворение
Maktab,Школа,Sinf,Класс
Maktab,Школа,So'z,Слово
Maktab,Школа,Tanaffus,Перемена
Maktab,Школа,Tarix,История
Maktab,Школа,Tinglash,Слушать
Maktab,Школа,Vazifa,Задача
Maktab,Школа,Xulq-atvor,Поведение
Maktab,Школа,Yig'ilish,Собрание
O'simliklar,Растения,Apelsin,Апельсин
O'simliklar,Растения,Archa,Ель
O'simliklar,Растения,Banan,Банан
O'simliklar,Растения,Barglar,Листья
O'simliklar,Растения,Bodring,Огурец
O'simliklar,Растения,But,Куст
O'simliklar,Растения,Daraxt,Дерево
O'simliklar,Растения,Erta,Ранний
O'simliklar,Растения,Foydali,Полезный
O'simliklar,Растения,Gilos,Вишня
O'simliklar,Растения,Gul,Цветок
O'simliklar,Растения,Har xil,Разный
O'simliklar,Растения,Iflos,Грязный
O'simliklar,Растения,Karam,Капуста
O'simliklar,Растения,Kartoshka,Картофель
O'simliklar,Растения,Kech,Поздний
O'simliklar,Растения,Lavlagi,Свёкла
O'simliklar,Растения,Limon,Лимон
O'simliklar,Растения,Makkajo'xori,Кукуруза
O'simliklar,Растения,Mayda,Мелкий
O'simliklar,Растения,Maydanoz,Петрушка
O'simliklar,Растения,Mevalar,Фрукты
O'simliklar,Растения,No'xat,Горох
O'simliklar,Растения,Nok,Груша
O'simliklar,Растения,Nordon,Кислый
O'simliklar,Растения,O'rmon,Лес
O'simliklar,Растения,O't,Трава
O'simliklar,Растения,Olcha,Слива
O'simliklar,Растения,Olma,Яблоко
O'simliklar,Растения,Oshqovoq,Тыква
O'simliklar,Растения,Piyoz,Лук
O'simliklar,Растения,Pomidor,Помидор
O'simliklar,Растения,Poya,Стебель
O'simliklar,Растения,Qayin daraxti,Берёза
O'simliklar,Растения,Qo'ziqorin,Грибы
O'simliklar,Растения,Qovoq (kabachok),Кабачок
O'simliklar,Растения,Qovun,Дыня
O'simliklar,Растения,Rediska,Редиска
O'simliklar,Растения,Rezavorlar,Ягоды
O'simliklar,Растения,Sabzavotlar,Овощи
O'simliklar,Растения,Sabzi,Морковь
O'simliklar,Растения,Sarimsoq,Чеснок
O'simliklar,Растения,Shaftoli,Персик
O'simliklar,Растения,Shirin,Сладкий
O'simliklar,Растения,Sholg'om,Репа
O'simliklar,Растения,Shoxlar,Ветки
O'simliklar,Растения,Tarvuz,Арбуз
O'simliklar,Растения,Toza,Чистый
O'simliklar,Растения,Turp,Редька
O'simliklar,Растения,Urug',Семечки
O'simliklar,Растения,Uzum,Виноград
O'simliklar,Растения,Yirik,Крупный
O'simliklar,Растения,Yong'oq,Орехи
Oshxona,Кухня,Aralashtirgich,Миксер
Oshxona,Кухня,Banka ochgich,Открывалка для банок
Oshxona,Кухня,Beshbarmoq taxtasi,Разделочная доска
Oshxona,Кухня,Blender,Блендер
Oshxona,Кухня,Bug'li choynak,Паровой чайник
Oshxona,Кухня,Dasturxon,Дастархан
Oshxona,Кухня,Dokak (xamir yoygich),Скалка
Oshxona,Кухня,Dumaloq tova,Круглая сковорода
Oshxona,Кухня,Elektr choynak,Электрический чайник
Oshxona,Кухня,Elektr gosht maydalagich,Электрическая мясорубка
Oshxona,Кухня,Elektr kofe tayyorlagich,Электрическая кофеварка
Oshxona,Кухня,Elektr mikser,Электрический миксер
Oshxona,Кухня,Elektr non pishirgich,Электрическая хлебопечка
Oshxona,Кухня,Elektr pech,Электрическая духовка
Oshxona,Кухня,Elektr plita,Электрическая плита
Oshxona,Кухня,Filtrli suv idishi,Фильтр-кувшин для воды
Oshxona,Кухня,Folga,Фольга
Oshxona,Кухня,Frezer (muzlatkich qismi),Морозильная камера
Oshxona,Кухня,Gaz plitasi,Газовая плита
Oshxona,Кухня,Gazli pech,Газовая духовка
Oshxona,Кухня,Gilofli pichoq,Нож в чехле
Oshxona,Кухня,Gosht kesgich,Нож для мяса
Oshxona,Кухня,Gosht maydalagich,Мясорубка
Oshxona,Кухня,Gril,Гриль
Oshxona,Кухня,Gumbaz qopqoq,Купольная крышка
Oshxona,Кухня,Hamir,Тесто
Oshxona,Кухня,Hamirturush idishi,Ёмкость для закваски
Oshxona,Кухня,Hamirturush saqlagich,Контейнер для дрожжей
Oshxona,Кухня,Havo tozalagich,Вытяжка
Oshxona,Кухня,Idish qopqogi,Крышка для посуды
Oshxona,Кухня,Idish quritgich,Сушилка для посуды
Oshxona,Кухня,Ikki kamerali muzlatkich,Двухкамерный холодильник
Oshxona,Кухня,Jomrak,Дуршлаг
Oshxona,Кухня,Kartoshka ezgich,Толкушка для картофеля
Oshxona,Кухня,Kartoshka tozalagich,Овощечистка
Oshxona,Кухня,Kastryulka,Кастрюля
Oshxona,Кухня,Kofemashina,Кофемашина
Oshxona,Кухня,Manti qozoni,Мантоварка
Oshxona,Кухня,Mikrotolqinli pech,Микроволновая печь
Oshxona,Кухня,Mikser,Миксер
Oshxona,Кухня,Multivarka,Мультиварка
Oshxona,Кухня,Muzlatkich,Холодильник
Oshxona,Кухня,Non pishirish pechi,Хлебопечка
Oshxona,Кухня,Non qutisi,Хлебница
Oshxona,Кухня,Oshxona stoli,Кухонный стол
Oshxona,Кухня,Oshxona stuli,Кухонный стул
Oshxona,Кухня,Oshxona toplami,Кухонный гарнитур
Oshxona,Кухня,Oziq-ovqat saqlagich,Контейнер для продуктов
Oshxona,Кухня,Patnis,Поднос
Oshxona,Кухня,Pech,Духовка
Oshxona,Кухня,Pichoq,Нож
Oshxona,Кухня,Pichoqlar toplami,Набор ножей
Oshxona,Кухня,Qirgich,Тёрка
Oshxona,Кухня,Qopqoq tutgich,Прихватка для крышки
Oshxona,Кухня,Qoshiq,Ложка
Oshxona,Кухня,Qovurgich,Жаровня
Oshxona,Кухня,Qozon,Казан
Oshxona,Кухня,Qozon qopqogi,Крышка казана
Oshxona,Кухня,Quritgich,Сушилка
Oshxona,Кухня,Taxtacha,Разделочная доска
Sayohat,Путешествие,Armaniston,Армения
Sayohat,Путешествие,Belorussiya,Белоруссия
Sayohat,Путешествие,Boku,Баку
Sayohat,Путешествие,Chelyabinsk,Челябинск
Sayohat,Путешествие,Chemodan,Чемодан
Sayohat,Путешествие,Chodir,Палатка
Sayohat,Путешествие,Elektrichka,Электричка
Sayohat,Путешествие,Estoniya,Эстония
Sayohat,Путешествие,G'arb,Запад
Sayohat,Путешествие,Gruziya,Грузия
Sayohat,Путешествие,Janub,Юг
Sayohat,Путешествие,Kater,Катер
Sayohat,Путешествие,Kema,Пароход
Sayohat,Путешествие,Kiev,Киев
Sayohat,Путешествие,Kishinyov,Кишинёв
Sayohat,Путешествие,Kupe,Купе
Sayohat,Путешествие,Latviya,Латвия
Sayohat,Путешествие,Litva,Литва
Sayohat,Путешествие,Mehmonxona,Гостиница
Sayohat,Путешествие,Minsk,Минск
Sayohat,Путешествие,Moldaviya,Молдавия
Sayohat,Путешествие,Moskva,Москва
Sayohat,Путешествие,Novosibirsk,Новосибирск
Sayohat,Путешествие,O'zbekiston,Узбекистан
Sayohat,Путешествие,Odessa,Одесса
Sayohat,Путешествие,Ozarbayjon,Азербайджан
Sayohat,Путешествие,Pasport,Паспорт
Sayohat,Путешествие,Perm,Пермь
Sayohat,Путешествие,Platskartniy,Плацкартный
Sayohat,Путешествие,Poyezd,Поезд
Sayohat,Путешествие,Qozon,Казань
Sayohat,Путешествие,Riga,Рига
Sayohat,Путешествие,Rossiya,Россия
Sayohat,Путешествие,Ryazan,Рязань
Sayohat,Путешествие,Ryukzak,Рюкзак
Sayohat,Путешествие,Samolyot,Самолёт
Sayohat,Путешествие,Sankt-Peterburg,Санкт-Петербург
Sayohat,Путешествие,Sayohat,Путешествие
Sayohat,Путешествие,Sharq,Восток
Sayohat,Путешествие,Shimol,Север
Sayohat,Путешествие,Sibir,Сибирь
Sayohat,Путешествие,Tallin,Таллин
