topic_uz,topic_ru,word_uz,word_ru,topic_en,word_en
O'simliklar,Растения,Poya,Стебель,Plants,Stem / Stalk
O'simliklar,Растения,Qayin daraxti,Берёза,Plants,Birch tree
O'simliklar,Растения,Qo'ziqorin,Грибы,Plants,Mushrooms
O'simliklar,Растения,Qovoq (kabachok),Кабачок,Plants,Zucchini / Courgette
O'simliklar,Растения,Qovun,Дыня,Plants,Melon
O'simliklar,Растения,Rediska,Редиска,Plants,Radish
O'simliklar,Растения,Rezavorlar,Ягоды,Plants,Berries
O'simliklar,Растения,Sabzavotlar,Овощи,Plants,Vegetables
O'simliklar,Растения,Sabzi,Морковь,Plants,Carrot
O'simliklar,Растения,Sarimsoq,Чеснок,Plants,Garlic
O'simliklar,Растения,Shaftoli,Персик,Plants,Peach
O'simliklar,Растения,Shirin,Сладкий,Plants,Sweet
O'simliklar,Растения,Sholg'om,Репа,Plants,Turnip
O'simliklar,Растения,Shoxlar,Ветки,Plants,Branches
O'simliklar,Растения,Tarvuz,Арбуз,Plants,Watermelon
O'simliklar,Растения,Toza,Чистый,Plants,Clean / Pure
O'simliklar,Растения,Turp,Редька,Plants,Radish (daikon)
O'simliklar,Растения,Urug',Семечки,Plants,Seeds
O'simliklar,Растения,Uzum,Виноград,Plants,Grapes
O'simliklar,Растения,Yirik,Крупный,Plants,Large / Big
O'simliklar,Растения,Yong'oq,Орехи,Plants,Walnut / Nuts
Oshxona,Кухня,Aralashtirgich,Миксер,Kitchen,Mixer
Oshxona,Кухня,Banka ochgich,Открывалка для банок,Kitchen,Can opener
Oshxona,Кухня,Beshbarmoq taxtasi,Разделочная доска,Kitchen,Cutting board
Oshxona,Кухня,Blender,Блендер,Kitchen,Blender
Oshxona,Кухня,Bug'li choynak,Паровой чайник,Kitchen,Steam kettle
Oshxona,Кухня,Dasturxon,Дастархан,Kitchen,Tablecloth
Oshxona,Кухня,Dokak (xamir yoygich),Скалка,Kitchen,Rolling pin
Oshxona,Кухня,Dumaloq tova,Круглая сковорода,Kitchen,Round frying pan
Oshxona,Кухня,Elektr choynak,Электрический чайник,Kitchen,Electric kettle
Oshxona,Кухня,Elektr gosht maydalagich,Электрическая мясорубка,Kitchen,Electric meat grinder
Oshxona,Кухня,Elektr kofe tayyorlagich,Электрическая кофеварка,Kitchen,Electric coffee maker
Oshxona,Кухня,Elektr mikser,Электрический миксер,Kitchen,Electric mixer
Oshxona,Кухня,Elektr non pishirgich,Электрическая хлебопечка,Kitchen,Electric bread maker
Oshxona,Кухня,Elektr pech,Электрическая духовка,Kitchen,Electric oven
Oshxona,Кухня,Elektr plita,Электрическая плита,Kitchen,Electric stove
Oshxona,Кухня,Filtrli suv idishi,Фильтр-кувшин для воды,Kitchen,Water filter jug
Oshxona,Кухня,Folga,Фольга,Kitchen,Foil
Oshxona,Кухня,Frezer (muzlatkich qismi),Морозильная камера,Kitchen,Freezer compartment
Oshxona,Кухня,Gaz plitasi,Газовая плита,Kitchen,Gas stove
Oshxona,Кухня,Gazli pech,Газовая духовка,Kitchen,Gas oven
Oshxona,Кухня,Gilofli pichoq,Нож в чехле,Kitchen,Knife with sheath
Oshxona,Кухня,Gosht kesgich,Нож для мяса,Kitchen,Meat knife / Cleaver
Oshxona,Кухня,Gosht maydalagich,Мясорубка,Kitchen,Meat grinder
Oshxona,Кухня,Gril,Гриль,Kitchen,Grill
Oshxona,Кухня,Gumbaz qopqoq,Купольная крышка,Kitchen,Dome lid
Oshxona,Кухня,Hamir,Тесто,Kitchen,Dough
Oshxona,Кухня,Hamirturush idishi,Ёмкость для закваски,Kitchen,Fermentation container
Oshxona,Кухня,Hamirturush saqlagich,Контейнер для дрожжей,Kitchen,Yeast container
Oshxona,Кухня,Havo tozalagich,Вытяжка,Kitchen,Extractor hood
Oshxona,Кухня,Idish qopqogi,Крышка для посуды,Kitchen,Pot lid
Oshxona,Кухня,Idish quritgich,Сушилка для посуды,Kitchen,Dish drainer
Oshxona,Кухня,Ikki kamerali muzlatkich,Двухкамерный холодильник,Kitchen,Double-chamber refrigerator
Oshxona,Кухня,Jomrak,Дуршлаг,Kitchen,Colander
Oshxona,Кухня,Kartoshka ezgich,Толкушка для картофеля,Kitchen,Potato masher
Oshxona,Кухня,Kartoshka tozalagich,Овощечистка,Kitchen,Potato peeler / Vegetable peeler
Oshxona,Кухня,Kastryulka,Кастрюля,Kitchen,Pot / Saucepan
Oshxona,Кухня,Kofemashina,Кофемашина,Kitchen,Coffee machine
Oshxona,Кухня,Manti qozoni,Мантоварка,Kitchen,Steamer (manti pot)
Oshxona,Кухня,Mikrotolqinli pech,Микроволновая печь,Kitchen,Microwave oven
Oshxona,Кухня,Mikser,Миксер,Kitchen,Mixer
Oshxona,Кухня,Multivarka,Мультиварка,Kitchen,Multicooker
Oshxona,Кухня,Muzlatkich,Холодильник,Kitchen,Refrigerator
Oshxona,Кухня,Non pishirish pechi,Хлебопечка,Kitchen,Bread maker
Oshxona,Кухня,Non qutisi,Хлебница,Kitchen,Bread box
Oshxona,Кухня,Oshxona stoli,Кухонный стол,Kitchen,Kitchen table
Oshxona,Кухня,Oshxona stuli,Кухонный стул,Kitchen,Kitchen chair
Oshxona,Кухня,Oshxona toplami,Кухонный гарнитур,Kitchen,Kitchen set
Oshxona,Кухня,Oziq-ovqat saqlagich,Контейнер для продуктов,Kitchen,Food container
Oshxona,Кухня,Patnis,Поднос,Kitchen,Tray
Oshxona,Кухня,Pech,Духовка,Kitchen,Oven
Oshxona,Кухня,Pichoq,Нож,Kitchen,Knife
Oshxona,Кухня,Pichoqlar toplami,Набор ножей,Kitchen,Knife set
Oshxona,Кухня,Qirgich,Тёрка,Kitchen,Grater
Oshxona,Кухня,Qopqoq tutgich,Прихватка для крышки,Kitchen,Pot holder
Oshxona,Кухня,Qoshiq,Ложка,Kitchen,Spoon
Oshxona,Кухня,Qovurgich,Жаровня,Kitchen,Roasting pan
Oshxona,Кухня,Qozon,Казан,Kitchen,Cauldron / Kazan
Oshxona,Кухня,Qozon qopqogi,Крышка казана,Kitchen,Cauldron lid
Oshxona,Кухня,Quritgich,Сушилка,Kitchen,Dryer
Oshxona,Кухня,Taxtacha,Разделочная доска,Kitchen,Cutting board
Sayohat,Путешествие,Armaniston,Армения,Travel,Armenia
Sayohat,Путешествие,Belorussiya,Белоруссия,Travel,Belarus
Sayohat,Путешествие,Boku,Баку,Travel,Baku
Sayohat,Путешествие,Chelyabinsk,Челябинск,Travel,Chelyabinsk
Sayohat,Путешествие,Chemodan,Чемодан,Travel,Suitcase
Sayohat,Путешествие,Chodir,Палатка,Travel,Tent
Sayohat,Путешествие,Elektrichka,Электричка,Travel,Electric train
Sayohat,Путешествие,Estoniya,Эстония,Travel,Estonia
Sayohat,Путешествие,G'arb,Запад,Travel,West
Sayohat,Путешествие,Gruziya,Грузия,Travel,Georgia
Sayohat,Путешествие,Janub,Юг,Travel,South
Sayohat,Путешествие,Kater,Катер,Travel,Motor boat / Cutter
Sayohat,Путешествие,Kema,Пароход,Travel,Ship / Vessel
Sayohat,Путешествие,Kiev,Киев,Travel,Kyiv
Sayohat,Путешествие,Kishinyov,Кишинёв,Travel,Chisinau
Sayohat,Путешествие,Kupe,Купе,Travel,Compartment (train)
Sayohat,Путешествие,Latviya,Латвия,Travel,Latvia
Sayohat,Путешествие,Litva,Литва,Travel,Lithuania
Sayohat,Путешествие,Mehmonxona,Гостиница,Travel,Hotel
Sayohat,Путешествие,Minsk,Минск,Travel,Minsk
Sayohat,Путешествие,Moldaviya,Молдавия,Travel,Moldova
Sayohat,Путешествие,Moskva,Москва,Travel,Moscow
Sayohat,Путешествие,Novosibirsk,Новосибирск,Travel,Novosibirsk
Sayohat,Путешествие,O'zbekiston,Узбекистан,Travel,Uzbekistan
Sayohat,Путешествие,Odessa,Одесса,Travel,Odessa
Sayohat,Путешествие,Ozarbayjon,Азербайджан,Travel,Azerbaijan
Sayohat,Путешествие,Pasport,Паспорт,Travel,Passport
Sayohat,Путешествие,Perm,Пермь,Travel,Perm
Sayohat,Путешествие,Platskartniy,Плацкартный,Travel,Open-berth carriage
Sayohat,Путешествие,Poyezd,Поезд,Travel,Train
Sayohat,Путешествие,Qozon,Казань,Travel,Cauldron / Kazan
Sayohat,Путешествие,Riga,Рига,Travel,Riga
Sayohat,Путешествие,Rossiya,Россия,Travel,Russia
Sayohat,Путешествие,Ryazan,Рязань,Travel,Ryazan
Sayohat,Путешествие,Ryukzak,Рюкзак,Travel,Backpack / Rucksack
Sayohat,Путешествие,Samolyot,Самолёт,Travel,Airplane
Sayohat,Путешествие,Sankt-Peterburg,Санкт-Петербург,Travel,Saint Petersburg
Sayohat,Путешествие,Sayohat,Путешествие,Travel,Travel / Journey
Sayohat,Путешествие,Sharq,Восток,Travel,East
Sayohat,Путешествие,Shimol,Север,Travel,North
Sayohat,Путешествие,Sibir,Сибирь,Travel,Siberia
Sayohat,Путешествие,Tallin,Таллин,Travel,Tallinn
Sayohat,Путешествие,Tambov,Тамбов,Travel,Tambov
Sayohat,Путешествие,Tatariston,Татарстан,Travel,Tatarstan
Sayohat,Путешествие,Temir yo'l,Железная дорога,Travel,Railway
Sayohat,Путешествие,Toshkent,Ташкент,Travel,Tashkent
Sayohat,Путешествие,Tula,Тула,Travel,Tula
Sayohat,Путешествие,Turizm,Туризм,Travel,Tourism
Sayohat,Путешествие,Ukraina,Украина,Travel,Ukraine
Sayohat,Путешествие,Vagon,Вагон,Travel,Carriage / Wagon
Sayohat,Путешествие,Vertolyot,Вертолёт,Travel,Helicopter
Sayohat,Путешествие,Vilnyus,Вильнюс,Travel,Vilnius
Sayohat,Путешествие,Viza,Виза,Travel,Visa
Sayohat,Путешествие,Yakutiya,Якутия,Travel,Yakutia
Sayohat,Путешествие,Yaxta,Яхта,Travel,Yacht
Shahar. Transport,Город. Транспорт,Aerodrom,Аэродром,City. Transport,Aerodrome
Shahar. Transport,Город. Транспорт,Aeroport,Аэропорт,City. Transport,Airport
Shahar. Transport,Город. Транспорт,Akkumulyator,Аккумулятор,City. Transport,Battery / Accumulator
Shahar. Transport,Город. Транспорт,Avariyaviy vaziyat,Аварийная ситуация,City. Transport,Emergency situation
Shahar. Transport,Город. Транспорт,Aviachipta,Авиабилет,City. Transport,Air ticket
Shahar. Transport,Город. Транспорт,Aviareys,Авиарейс,City. Transport,Flight
Shahar. Transport,Город. Транспорт,Avtobus,Автобус,City. Transport,Bus
Shahar. Transport,Город. Транспорт,Avtomatlashtirish,Автоматизация,City. Transport,Automation
Shahar. Transport,Город. Транспорт,Avtomobil,Автомобиль,City. Transport,Car / Automobile
Shahar. Transport,Город. Транспорт,Avtomobil inspeksiyasi,Автоинспекция,City. Transport,Traffic police
Shahar. Transport,Город. Транспорт,Avtomobil yoli,Автомобильная дорога,City. Transport,Road / Highway
Shahar. Transport,Город. Транспорт,Avtotransport,Автотранспорт,City. Transport,Motor transport
Shahar. Transport,Город. Транспорт,Avtoturargoh,Автостоянка,City. Transport,Parking
Shahar. Transport,Город. Транспорт,Avtovokzal,Автовокзал,City. Transport,Bus terminal
Shahar. Transport,Город. Транспорт,Bagaj,Багаж,City. Transport,Luggage / Baggage
Shahar. Transport,Город. Транспорт,Bank,Банк,City. Transport,Bank
Shahar. Transport,Город. Транспорт,Bekat,Остановка,City. Transport,Stop / Station
Shahar. Transport,Город. Транспорт,Belgilar,Знаки,City. Transport,Signs
Shahar. Transport,Город. Транспорт,Beton,Бетон,City. Transport,Concrete
Shahar. Transport,Город. Транспорт,Bozor,Рынок,City. Transport,Market / Bazaar
Shahar. Transport,Город. Транспорт,Burilish,Поворот,City. Transport,Turn
Shahar. Transport,Город. Транспорт,Chipta,Билет,City. Transport,Ticket
Shahar. Transport,Город. Транспорт,Chiptaxona,Билетная касса,City. Transport,Ticket office
Shahar. Transport,Город. Транспорт,Chorrah,Перекрёсток,City. Transport,Crossroads / Intersection
Shahar. Transport,Город. Транспорт,Chorraha,Перекрёсток,City. Transport,Crossroads
Shahar. Transport,Город. Транспорт,Daryo transporti,Речной транспорт,City. Transport,River transport
Shahar. Transport,Город. Транспорт,Dengiz transporti,Морской транспорт,City. Transport,Sea transport
Shahar. Transport,Город. Транспорт,Dizel,Дизель,City. Transport,Diesel
Shahar. Transport,Город. Транспорт,Do'kon,Магазин,City. Transport,Shop / Store
Shahar. Transport,Город. Транспорт,Dorixona,Аптека,City. Transport,Pharmacy
Shahar. Transport,Город. Транспорт,Dvigatel,Двигатель,City. Transport,Engine / Motor
Shahar. Transport,Город. Транспорт,Eko-transport,Экотранспорт,City. Transport,Eco-transport
Shahar. Transport,Город. Транспорт,Ekskavator,Экскаватор,City. Transport,Excavator
Shahar. Transport,Город. Транспорт,Elektromobil,Электромобиль,City. Transport,Electric car
Shahar. Transport,Город. Транспорт,Elektron chipta,Электронный билет,City. Transport,E-ticket
Shahar. Transport,Город. Транспорт,Elektroskuter,Электроскутер,City. Transport,Electric scooter
Shahar. Transport,Город. Транспорт,Fara,Фара,City. Transport,Headlight
Shahar. Transport,Город. Транспорт,Garaj,Гараж,City. Transport,Garage
Shahar. Transport,Город. Транспорт,Gaz,Газ,City. Transport,Gas
Shahar. Transport,Город. Транспорт,Gaz-balon,Газовый баллон,City. Transport,Gas cylinder
Shahar. Transport,Город. Транспорт,Gibrid mashina,Гибридный автомобиль,City. Transport,Hybrid car
Shahar. Transport,Город. Транспорт,Gildirak,Колесо,City. Transport,Wheel
Shahar. Transport,Город. Транспорт,GPS,GPS,City. Transport,GPS
Shahar. Transport,Город. Транспорт,Hammom (jamoat),Баня,City. Transport,Public bath
Shahar. Transport,Город. Транспорт,Harakat,Движение,City. Transport,Movement / Traffic
Shahar. Transport,Город. Транспорт,Harbiy transport,Военный транспорт,City. Transport,Military transport
Shahar. Transport,Город. Транспорт,Havo transporti,Воздушный транспорт,City. Transport,Air transport
Shahar. Transport,Город. Транспорт,Haydovchi,Водитель,City. Transport,Driver
Shahar. Transport,Город. Транспорт,Haydovchisiz avtomobil,Беспилотный автомобиль,City. Transport,Driverless car / Autonomous vehicle
Shahar. Transport,Город. Транспорт,Ijaraga olish,Аренда,City. Transport,Rental / Hire
Shahar. Transport,Город. Транспорт,Jamoat transporti,Общественный транспорт,City. Transport,Public transport
Shahar. Transport,Город. Транспорт,Jarima,Штраф,City. Transport,Fine
Shahar. Transport,Город. Транспорт,Jonatma,Отправление,City. Transport,Departure / Sending
Shahar. Transport,Город. Транспорт,Kapot,Капот,City. Transport,Hood / Bonnet
Shahar. Transport,Город. Транспорт,Karvon,Конвой / Каравил,City. Transport,Convoy / Caravan
Shahar. Transport,Город. Транспорт,Kema,Корабль,City. Transport,Ship / Vessel
Shahar. Transport,Город. Транспорт,Kimyoviy tozalash,Прачечная,City. Transport,Dry cleaning
Shahar. Transport,Город. Транспорт,Kimyoviy tozalash,Химчистка,City. Transport,Dry cleaning
Shahar. Transport,Город. Транспорт,Kino,Кино,City. Transport,Cinema / Movie
Shahar. Transport,Город. Транспорт,Klinika,Поликлиника,City. Transport,Clinic
Shahar. Transport,Город. Транспорт,Klub,Клуб,City. Transport,Club
Shahar. Transport,Город. Транспорт,Ko'cha,Улица,City. Transport,Street
Shahar. Transport,Город. Транспорт,Ko'prik,Мост,City. Transport,Bridge
Shahar. Transport,Город. Транспорт,Kran,Кран,City. Transport,Crane / Tap
Shahar. Transport,Город. Транспорт,Krossover,Кроссовер,City. Transport,Crossover (car)
Shahar. Transport,Город. Транспорт,Kruiz,Круиз,City. Transport,Cruise
Shahar. Transport,Город. Транспорт,Kutubxona,Библиотека,City. Transport,Library
Shahar. Transport,Город. Транспорт,Logistika,Логистика,City. Transport,Logistics
Shahar. Transport,Город. Транспорт,Magistral,Магистраль,City. Transport,Highway / Main road
Shahar. Transport,Город. Транспорт,Manzil,Адрес,City. Transport,Address
Shahar. Transport,Город. Транспорт,Markaz,Центр,City. Transport,Center
Shahar. Transport,Город. Транспорт,Mashina,Машина,City. Transport,Car / Machine
Shahar. Transport,Город. Транспорт,Maxsus transport,Специальный транспорт,City. Transport,Special transport
Shahar. Transport,Город. Транспорт,Maydon,Площадь,City. Transport,Square / Field
Shahar. Transport,Город. Транспорт,Metan,Метан,City. Transport,Methane
Shahar. Transport,Город. Транспорт,Metro,Метро,City. Transport,Metro / Subway
Shahar. Transport,Город. Транспорт,Metro bekati,Станция метро,City. Transport,Metro station
Shahar. Transport,Город. Транспорт,Mikroavtobus,Микроавтобус,City. Transport,Minibus
Shahar. Transport,Город. Транспорт,Militsiya,Милиция,City. Transport,Police (militia)
Shahar. Transport,Город. Транспорт,Miniven,Минивэн,City. Transport,Minivan
Shahar. Transport,Город. Транспорт,Mobil ilova,Мобильное приложение,City. Transport,Mobile app
Shahar. Transport,Город. Транспорт,Motor,Мотор,City. Transport,Motor / Engine
Shahar. Transport,Город. Транспорт,Mototsikl,Мотоцикл,City. Transport,Motorcycle
Shahar. Transport,Город. Транспорт,Moy,Масло (моторное),City. Transport,Motor oil
Shahar. Transport,Город. Транспорт,Narx,Цена,City. Transport,Price
Shahar. Transport,Город. Транспорт,Navbat,Очередь,City. Transport,Queue
Shahar. Transport,Город. Транспорт,Navigatsiya,Навигация,City. Transport,Navigation
Shahar. Transport,Город. Транспорт,O'tish (transport),Пересадка,City. Transport,Transfer / Connection
Shahar. Transport,Город. Транспорт,O'tish joyi,Переход,City. Transport,Crossing / Passage
Shahar. Transport,Город. Транспорт,Olomon,Толпа,City. Transport,Crowd
Shahar. Transport,Город. Транспорт,Oshxona (jamoat),Столовая,City. Transport,Canteen / Cafeteria
Shahar. Transport,Город. Транспорт,Ot ochirish mashinasi,Пожарная машина,City. Transport,Fire engine
Shahar. Transport,Город. Транспорт,Ot-arava,Лошадь с повозкой,City. Transport,Horse and cart
Shahar. Transport,Город. Транспорт,Parom,Паром,City. Transport,Ferry
Shahar. Transport,Город. Транспорт,Parovoz,Паровоз,City. Transport,Steam locomotive
Shahar. Transport,Город. Транспорт,Parus,Парус,City. Transport,Sail
Shahar. Transport,Город. Транспорт,Parvoz,Полёт,City. Transport,Flight
Shahar. Transport,Город. Транспорт,Pedal,Педаль,City. Transport,Pedal
Shahar. Transport,Город. Транспорт,Piyoda,Пешеход,City. Transport,Pedestrian
Shahar. Transport,Город. Транспорт,Piyodalar otish yolakchasi,Пешеходная дорожка,City. Transport,Pedestrian path
Shahar. Transport,Город. Транспорт,Pochta,Почта,City. Transport,Post office
Shahar. Transport,Город. Транспорт,Pochta mashinasi,Почтовая машина,City. Transport,Postal vehicle
Shahar. Transport,Город. Транспорт,Port,Порт,City. Transport,Port
Shahar. Transport,Город. Транспорт,Post(viloyatlar orasi),Пост (между регионами),City. Transport,Checkpoint (between regions)
Shahar. Transport,Город. Транспорт,Poyezd,Поезд,City. Transport,Train
Shahar. Transport,Город. Транспорт,Poytaxt,Столица,City. Transport,Capital city
Shahar. Transport,Город. Транспорт,Propan,Пропан,City. Transport,Propane
Shahar. Transport,Город. Транспорт,Prospekt,Проспект,City. Transport,Avenue
Shahar. Transport,Город. Транспорт,Qayiq,Лодка,City. Transport,Boat
Shahar. Transport,Город. Транспорт,Qoshimcha gildirak,Запасное колесо,City. Transport,Spare wheel
Shahar. Transport,Город. Транспорт,Radar,Радар,City. Transport,Radar
Shahar. Transport,Город. Транспорт,Restoran,Ресторан,City. Transport,Restaurant
Shahar. Transport,Город. Транспорт,Reys,Рейс,City. Transport,Flight / Route
Shahar. Transport,Город. Транспорт,Rul,Руль,City. Transport,Steering wheel
Shahar. Transport,Город. Транспорт,Ruxsat etilgan tezlik,Разрешённая скорость,City. Transport,Speed limit
Shahar. Transport,Город. Транспорт,Ruxsatnoma,Разрешение,City. Transport,Permit
Shahar. Transport,Город. Транспорт,Salon(avtomobil saloni),Салон (автосалон),City. Transport,Car showroom
Shahar. Transport,Город. Транспорт,Samolyot,Самолёт,City. Transport,Airplane
Shahar. Transport,Город. Транспорт,Sartaroshxona,Парикмахерская,City. Transport,Barbershop / Hairdresser
Shahar. Transport,Город. Транспорт,Sayr qilmoq,Гулять,City. Transport,To walk / stroll
Shahar. Transport,Город. Транспорт,Shahar,Город,City. Transport,City
Shahar. Transport,Город. Транспорт,Shaxsiy avtomobil,Личный автомобиль,City. Transport,Private car
Shahar. Transport,Город. Транспорт,Shina,Шина,City. Transport,Tire
Shahar. Transport,Город. Транспорт,Shlagbaum,Шлагбаум,City. Transport,Barrier / Boom gate
Shahar. Transport,Город. Транспорт,Signal,Сигнал,City. Transport,Signal
Shahar. Transport,Город. Транспорт,Skuter,Скутер,City. Transport,Scooter
Shahar. Transport,Город. Транспорт,Stansiya,Станция,City. Transport,Station
Shahar. Transport,Город. Транспорт,Svetofor,Светофор,City. Transport,Traffic light
Shahar. Transport,Город. Транспорт,Taksi,Такси,City. Transport,Taxi
Shahar. Transport,Город. Транспорт,Taksi chaqirish,Вызов такси,City. Transport,Calling a taxi
Shahar. Transport,Город. Транспорт,Tamirlash,Ремонт,City. Transport,Repair
Shahar. Transport,Город. Транспорт,Tarif,Тариф,City. Transport,Tariff / Rate
Shahar. Transport,Город. Транспорт,Tashuvchi,Перевозчик,City. Transport,Carrier / Transporter
Shahar. Transport,Город. Транспорт,Teatr,Театр,City. Transport,Theater
Shahar. Transport,Город. Транспорт,Telegraf,Телеграф,City. Transport,Telegraph
Shahar. Transport,Город. Транспорт,Temir yol,Железная дорога,City. Transport,Railway
Shahar. Transport,Город. Транспорт,Texnik korik,Технический осмотр,City. Transport,Technical inspection
Shahar. Transport,Город. Транспорт,Texnik xizmat,Техническое обслуживание,City. Transport,Technical service
Shahar. Transport,Город. Транспорт,Texpasport,Техпаспорт,City. Transport,Vehicle registration
Shahar. Transport,Город. Транспорт,Tez yordam mashinasi,Машина скорой помощи,City. Transport,Ambulance
Shahar. Transport,Город. Транспорт,Tezlik,Скорость,City. Transport,Speed
Shahar. Transport,Город. Транспорт,Tezlik cheklovi,Ограничение скорости,City. Transport,Speed restriction
Shahar. Transport,Город. Транспорт,Tirbandlik,Пробка / затор,City. Transport,Traffic jam
Shahar. Transport,Город. Транспорт,Tormoz,Тормоз,City. Transport,Brake
Shahar. Transport,Город. Транспорт,Tortish,Буксировка,City. Transport,Towing
Shahar. Transport,Город. Транспорт,Traktor,Трактор,City. Transport,Tractor
Shahar. Transport,Город. Транспорт,Tramvay,Трамвай,City. Transport,Tram
Shahar. Transport,Город. Транспорт,Transport,Транспорт,City. Transport,Transport
Shahar. Transport,Город. Транспорт,Transport vositasi,Транспортное средство,City. Transport,Vehicle
Shahar. Transport,Город. Транспорт,Trolleybus,Троллейбус,City. Transport,Trolleybus
Shahar. Transport,Город. Транспорт,Tuman,Район,City. Transport,District / Region
Shahar. Transport,Город. Транспорт,Turmoq,Стоять,City. Transport,To stop / stand
Shahar. Transport,Город. Транспорт,Uchish,Полёт,City. Transport,Flying
Shahar. Transport,Город. Транспорт,Uchoq(samolyot),Самолёт,City. Transport,Airplane
Shahar. Transport,Город. Транспорт,Ustunlik,Преимущество,City. Transport,Advantage
Shahar. Transport,Город. Транспорт,Uzoq,Далеко,City. Transport,Far / Distant
Shahar. Transport,Город. Транспорт,Vagon,Вагон,City. Transport,Carriage / Wagon
Shahar. Transport,Город. Транспорт,Velosiped,Велосипед,City. Transport,Bicycle
Shahar. Transport,Город. Транспорт,Vertolyot,Вертолёт,City. Transport,Helicopter
Shahar. Transport,Город. Транспорт,Vokzal,Вокзал,City. Transport,Train station
Shahar. Transport,Город. Транспорт,Yaqin,Близко,City. Transport,Near / Close
Shahar. Transport,Город. Транспорт,Yer osti o'tishi,Подземный переход,City. Transport,Underground passage / Subway
Shahar. Transport,Город. Транспорт,Yer ostidan otish joyi,Подземный переход,City. Transport,Underground crossing
Shahar. Transport,Город. Транспорт,Yer usti koprik,Надземный мост,City. Transport,Overhead bridge
Shahar. Transport,Город. Транспорт,Yer ustidan otish joyi,Надземный переход,City. Transport,Overhead crossing
Shahar. Transport,Город. Транспорт,YHXX(Yol harakati xavfsizligi xizmati),ГИБДД (служба безопасности дорожного движения),City. Transport,Traffic safety service (GIBDD)
Shahar. Transport,Город. Транспорт,Yo'nalish,Направление,City. Transport,Direction
Shahar. Transport,Город. Транспорт,Yolsoz texnika,Дорожная техника,City. Transport,Road equipment
Shahar. Transport,Город. Транспорт,YPX(Yol patrul xizmati) xodimi,Сотрудник ДПС,City. Transport,Traffic patrol officer
Shahar. Transport,Город. Транспорт,Yuk tashish,Грузоперевозка,City. Transport,Freight transport
Shahar. Transport,Город. Транспорт,Yuk vagon,Товарный вагон,City. Transport,Freight wagon
Shahar. Transport,Город. Транспорт,Zanjir,Цепь,City. Transport,Chain
Shahar. Transport,Город. Транспорт,Zona,Зона,City. Transport,Zone
Sonlar,Числа,0 (nol),0 (ноль),Numbers,0 (zero)
Sonlar,Числа,1 (bir),1 (один),Numbers,1 (one)
Sonlar,Числа,1 000 000 (bir million),1 000 000 (миллион),Numbers,"1,000,000 (one million)"
Sonlar,Числа,1 000 000 000 (bir milliard),1 000 000 000 (миллиард),Numbers,"1,000,000,000 (one billion)"
Sonlar,Числа,10 (o'n),10 (десять),Numbers,10 (ten)
Sonlar,Числа,10 000,10 000,Numbers,"10,000"
Sonlar,Числа,10 000 000,10 000 000,Numbers,"10,000,000"
Sonlar,Числа,100 (yuz),100 (сто),Numbers,100 (one hundred)
Sonlar,Числа,100 000,100 000,Numbers,"100,000"
Sonlar,Числа,1000 (ming),1000 (тысяча),Numbers,"1,000 (one thousand)"
Sonlar,Числа,11 (o'n bir),11 (одиннадцать),Numbers,11 (eleven)
Sonlar,Числа,12 (o'n ikki),12 (двенадцать),Numbers,12 (twelve)
Sonlar,Числа,13 (o'n uch),13 (тринадцать),Numbers,13 (thirteen)
Sonlar,Числа,14 (o'n to'rt),14 (четырнадцать),Numbers,14 (fourteen)
Sonlar,Числа,15 (o'n besh),15 (пятнадцать),Numbers,15 (fifteen)
Sonlar,Числа,16 (o'n olti),16 (шестнадцать),Numbers,16 (sixteen)
Sonlar,Числа,17 (o'n yetti),17 (семнадцать),Numbers,17 (seventeen)
Sonlar,Числа,18 (o'n sakkiz),18 (восемнадцать),Numbers,18 (eighteen)
Sonlar,Числа,19 (o'n to'qqiz),19 (девятнадцать),Numbers,19 (nineteen)
Sonlar,Числа,2 (ikki),2 (два),Numbers,2 (two)
Sonlar,Числа,2 000,2 000,Numbers,"2,000"
Sonlar,Числа,2 000 000,2 000 000,Numbers,"2,000,000"
Sonlar,Числа,20 (yigirma),20 (двадцать),Numbers,20 (twenty)
Sonlar,Числа,20 000,20 000,Numbers,"20,000"
Sonlar,Числа,20 000 000,20 000 000,Numbers,"20,000,000"
Sonlar,Числа,200 (ikki yuz),200 (двести),Numbers,200 (two hundred)
Sonlar,Числа,21,21,Numbers,21
Sonlar,Числа,22,22,Numbers,22
Sonlar,Числа,23,23,Numbers,23
Sonlar,Числа,24,24,Numbers,24
Sonlar,Числа,25,25,Numbers,25
Sonlar,Числа,26,26,Numbers,26
Sonlar,Числа,27,27,Numbers,27
Sonlar,Числа,28,28,Numbers,28
Sonlar,Числа,29,29,Numbers,29
Sonlar,Числа,3 (uch),3 (три),Numbers,3 (three)
Sonlar,Числа,3 000,3 000,Numbers,"3,000"
Sonlar,Числа,30 (o'ttiz),30 (тридцать),Numbers,30 (thirty)
Sonlar,Числа,30 000,30 000,Numbers,"30,000"
Sonlar,Числа,300 (uch yuz),300 (триста),Numbers,300 (three hundred)
Sonlar,Числа,4 (to'rt),4 (четыре),Numbers,4 (four)
Sonlar,Числа,4 000,4 000,Numbers,"4,000"
Sonlar,Числа,40 (qirq),40 (сорок),Numbers,40 (forty)
Sonlar,Числа,40 000,40 000,Numbers,"40,000"
